Area,Boro,AreaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06
Little Italy,Manhattan,neighborhood,,1975.0,3200.0,3095.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2045.0,,,,,,,,,,2600.0,2700.0,3100.0,,2050.0,,,,,,,,3000.0,2500.0,3500.0,3500.0,2400.0,2590.0,2679.0,,,,,,,,,2150.0,2000.0
Little Neck,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long Island City,Queens,neighborhood,1775.0,1786.0,1950.0,1829.0,,,2040.0,2044.0,1975.0,1975.0,2150.0,2200.0,1975.0,1930.0,2000.0,2075.0,2187.5,2240.0,,2125.0,2107.5,2125.0,2150.0,2150.0,2095.0,2315.0,2285.0,2330.0,2320.0,2290.0,2300.0,2300.0,2175.0,2225.0,2225.0,2170.0,2200.0,2244.0,2170.0,2152.5,2155.0,2195.0,2195.0,2295.0,2295.0,2195.0,2230.0,2225.0,2220.0,2272.5,2300.0,2560.0,2590.0,2475.0,2395.0,2395.0,2375.0,2417.5,2455.0,2450.0,2450.0,2395.0,2425.0,2495.0,2500.0,2480.0,2495.0,2495.0,2495.0,2395.0,2385.0,2425.0,2395.0,2434.5,2450.0,2450.0,2495.0,2497.0,2450.0,2495.0,2495.0,2460.0,2395.0,2360.0,2372.5,2437.5,2358.0,2400.0,2400.0,2492.0,2474.5,2470.0,2445.5,2301.0,2300.0,2210.0,2307.5,2350.0,2344.0,2395.0,2475.0,2507.0
Longwood,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower East Side,Manhattan,neighborhood,1695.0,1825.0,1850.0,1850.0,1940.0,1700.0,1850.0,1897.5,1900.0,1750.0,1775.0,1550.0,1550.0,1750.0,1695.0,1672.0,1694.0,1650.0,1800.0,1795.0,1800.0,2250.0,2151.0,1995.0,2125.0,2195.0,1895.0,1950.0,2150.0,2150.0,1950.0,2075.0,2297.5,2100.0,2295.0,2047.5,2147.5,2245.0,2195.0,2300.0,2145.0,2145.0,2195.0,2100.0,2195.0,2024.0,2000.0,2172.5,2100.0,2000.0,2100.0,2300.0,2475.0,2300.0,2300.0,2472.5,2425.0,2700.0,2900.0,2820.0,2820.0,2497.5,2375.0,2200.0,2350.0,2950.0,2425.0,2300.0,2450.0,2250.0,2250.0,2200.0,2200.0,2500.0,2500.0,2250.0,2295.0,2250.0,2195.0,2247.5,2250.0,2195.0,2150.0,2150.0,2150.0,2450.0,2437.5,2425.0,2200.0,2195.0,2250.0,2175.0,2225.0,2100.0,2100.0,2195.0,2087.5,2075.0,2100.0,2100.0,2150.0,2350.0
Manhattan,Manhattan,borough,2000.0,2000.0,1975.0,2000.0,2000.0,2000.0,2000.0,2054.0,2150.0,2190.0,2100.0,2100.0,2100.0,2100.0,2100.0,2150.0,2100.0,2195.0,2195.0,2200.0,2250.0,2250.0,2250.0,2295.0,2250.0,2250.0,2250.0,2250.0,2295.0,2250.0,2250.0,2250.0,2250.0,2250.0,2297.0,2300.0,2300.0,2350.0,2350.0,2349.5,2300.0,2299.0,2295.0,2300.0,2350.0,2350.0,2300.0,2350.0,2350.0,2350.0,2400.0,2400.0,2400.0,2350.0,2350.0,2375.0,2400.0,2400.0,2400.0,2400.0,2400.0,2428.0,2450.0,2500.0,2500.0,2495.0,2486.0,2500.0,2500.0,2500.0,2495.0,2500.0,2495.0,2499.0,2500.0,2500.0,2500.0,2525.0,2520.0,2500.0,2499.0,2450.0,2450.0,2475.0,2450.0,2475.0,2495.0,2495.0,2495.0,2475.0,2450.0,2495.0,2495.0,2450.0,2400.0,2400.0,2400.0,2400.0,2400.0,2475.0,2475.0,2495.0
Manhattan Beach,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manhattanville,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marble Hill,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marine Park,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maspeth,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melrose,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle Village,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midtown,Manhattan,neighborhood,2450.0,2450.0,2400.0,2350.0,2447.5,2600.0,2800.0,2700.0,2800.0,2650.0,2795.0,2700.0,2650.0,2750.0,2795.0,2795.0,2795.0,2850.0,2575.0,2597.5,2500.0,2650.0,2750.0,2700.0,2712.5,2750.0,2725.0,2700.0,2772.5,2795.0,2797.5,2800.0,2800.0,2797.5,2795.0,2800.0,2800.0,2700.0,2700.0,2725.0,2725.0,2950.0,3000.0,2995.0,2975.0,2950.0,2800.0,2760.0,2800.0,2800.0,2800.0,2800.0,2800.0,2850.0,2850.0,2895.0,2898.0,2800.0,2800.0,2800.0,2850.0,2850.0,2895.0,2950.0,3000.0,2950.0,2995.0,2997.5,2997.5,2972.5,2920.0,2900.0,2900.0,2995.0,2850.0,2825.0,2900.0,2995.0,3000.0,3075.0,2997.5,2800.0,2745.0,2850.0,2800.0,2900.0,2878.5,2895.0,2900.0,2800.0,2800.0,2813.0,2786.5,2846.0,2795.0,2750.0,2750.0,2695.0,2750.0,2807.5,2815.0,2800.0
Midtown East,Manhattan,neighborhood,1882.5,1895.0,1895.0,1895.0,1850.0,1895.0,1900.0,1950.0,2000.0,2000.0,1995.0,2000.0,2000.0,2010.0,2000.0,2075.0,2100.0,2150.0,2195.0,2200.0,2195.0,2200.0,2225.0,2230.0,2200.0,2250.0,2250.0,2250.0,2250.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2200.0,2249.0,2250.0,2250.0,2250.0,2200.0,2200.0,2250.0,2295.0,2250.0,2200.0,2250.0,2250.0,2250.0,2285.0,2250.0,2300.0,2300.0,2300.0,2300.0,2300.0,2300.0,2350.0,2300.0,2250.0,2350.0,2300.0,2400.0,2400.0,2400.0,2400.0,2450.0,2450.0,2395.0,2350.0,2400.0,2400.0,2450.0,2450.0,2400.0,2416.0,2400.0,2400.0,2450.0,2400.0,2350.0,2350.0,2325.0,2300.0,2350.0,2395.0,2395.0,2400.0,2395.0,2400.0,2393.0,2400.0,2397.5,2300.0,2320.0,2395.0,2395.0,2395.0,2400.0,2400.0,2462.5
Midtown South,Manhattan,neighborhood,2075.0,2000.0,1862.5,2322.5,2450.0,2450.0,2500.0,2500.0,2475.0,2437.5,2300.0,2200.0,2400.0,2300.0,2200.0,2450.0,2550.0,2650.0,2650.0,2500.0,2450.0,2450.0,2450.0,2400.0,2400.0,2400.0,2495.0,2450.0,2650.0,2800.0,2700.0,2700.0,2537.5,2400.0,2350.0,2450.0,2350.0,2450.0,2450.0,2450.0,2450.0,2600.0,2697.5,2800.0,2600.0,2500.0,2700.0,2650.0,2800.0,2700.0,2700.0,2700.0,2850.0,2850.0,2700.0,2850.0,2925.0,2900.0,2850.0,2892.5,2950.0,2900.0,2900.0,2995.0,2970.0,2995.0,3037.5,3095.0,3050.0,3095.0,3100.0,3100.0,3100.0,3125.0,3095.0,3095.0,3095.0,3095.0,3150.0,3150.0,3100.0,3150.0,3162.5,3167.5,3100.0,3195.0,3100.0,3100.0,3150.0,3116.5,3195.0,3195.0,3195.0,3168.0,2560.0,2500.0,2475.0,2695.0,2659.0,2900.0,2720.0,2900.0
Midtown West,Manhattan,neighborhood,2090.0,2006.0,2000.0,2062.0,2117.0,2200.0,2250.0,2200.0,2200.0,2250.0,2247.5,2200.0,2100.0,2100.0,2200.0,2275.0,2212.5,2380.0,2360.0,2321.0,2380.0,2277.5,2250.0,2395.0,2482.5,2337.0,2300.0,2395.0,2429.0,2448.0,2500.0,2500.0,2460.0,2400.0,2500.0,2500.0,2495.0,2500.0,2500.0,2420.0,2400.0,2400.0,2400.0,2550.0,2550.0,2540.0,2450.0,2475.0,2470.0,2590.0,2555.0,2580.0,2650.0,2600.0,2600.0,2580.0,2550.0,2500.0,2650.0,2655.5,2637.5,2600.0,2600.0,2672.5,2660.0,2700.0,2660.0,2695.0,2695.0,2635.0,2575.0,2550.0,2600.0,2595.0,2600.0,2595.0,2667.5,2650.0,2660.0,2665.0,2600.0,2600.0,2617.0,2673.5,2620.0,2600.0,2650.0,2657.0,2650.0,2690.0,2700.0,2764.5,2643.0,2682.5,2599.5,2550.0,2500.0,2570.5,2620.0,2663.5,2700.0,2700.0
Midwood,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1325.0,,,,,,,,,,1350.0,1472.5,1395.0,,,,,,1485.0,1550.0,1462.5,1347.5,1497.5,1375.0,1345.0,1497.0
Mill Basin,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morningside Heights,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1870.0,,,,,,,,,,1950.0,1862.5,1950.0,1950.0,,,,,,,,2780.0,2680.0,2462.5,1975.0,2097.5,2095.0,1850.0,1975.0,,,,,2622.5,2125.0,2225.0,2085.0,2175.0,2200.0,,2000.0,,2000.0,,,2200.0,2200.0,2300.0,2300.0,2272.5,2272.5,2175.5,2069.0,,2075.0,,2176.5,2203.0,2300.0,2250.0,2250.0,2350.0,2300.0,,,,,,,2272.5,2275.0,2250.0
Morris Heights,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morris Park,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morrisania,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mott Haven,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1437.5,1445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600.0,,,,,,,,
NYC,NYC,city,1975.0,1950.0,1950.0,1950.0,2000.0,2000.0,2000.0,2000.0,2095.0,2100.0,2060.0,2000.0,2000.0,2050.0,2009.0,2100.0,2100.0,2100.0,2150.0,2195.0,2200.0,2200.0,2200.0,2220.0,2200.0,2225.0,2200.0,2214.0,2250.0,2200.0,2200.0,2200.0,2225.0,2200.0,2250.0,2295.0,2275.0,2300.0,2300.0,2300.0,2295.0,2250.0,2250.0,2295.0,2300.0,2300.0,2290.0,2300.0,2300.0,2300.0,2300.0,2350.0,2350.0,2350.0,2300.0,2300.0,2300.0,2300.0,2300.0,2300.0,2300.0,2300.0,2350.0,2395.0,2400.0,2395.0,2395.0,2400.0,2400.0,2400.0,2372.5,2400.0,2395.0,2395.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2395.0,2361.0,2325.0,2327.0,2300.0,2300.0,2348.5,2347.0,2350.0,2340.0,2307.5,2395.0,2385.0,2337.0,2286.0,2295.0,2275.0,2250.0,2291.5,2300.0,2300.5,2350.0
New Hyde Park,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nolita,Manhattan,neighborhood,,1750.0,2322.5,2475.0,2437.5,2475.0,1925.0,,2450.0,,,,,,2495.0,2497.5,2550.0,2800.0,2747.5,,,,,,,,,,,,2400.0,2487.5,,,,,,2850.0,,2850.0,2850.0,2945.0,2895.0,2872.5,,2500.0,,,2547.5,,,2875.0,2862.5,2795.0,2850.0,2895.0,3172.5,2345.0,1975.0,2400.0,2695.0,2995.0,,3000.0,2797.5,,2725.0,2825.0,2697.5,2972.5,,2695.0,2850.0,,3195.0,3195.0,3025.0,,,3045.0,,2687.5,2383.0,2300.0,2475.0,2800.0,2500.0,2747.5,2797.5,2495.0,2612.5,2675.0,2922.5,2772.5,2772.5,2797.5,2800.0,2895.0,2997.5,,3095.0,2995.0
North Brooklyn,Brooklyn,submarket,1897.5,1900.0,2060.0,2285.0,2100.0,2000.0,2187.5,2395.0,2700.0,2675.0,2500.0,2500.0,2400.0,2150.0,2250.0,2252.5,2206.0,2205.5,2175.0,2423.0,2400.0,2500.0,2500.0,2200.0,2900.0,2547.5,2658.0,2799.0,2550.0,2500.0,2650.0,2500.0,2500.0,2400.0,2500.0,2650.0,2650.0,2625.0,2725.0,2547.5,2500.0,2500.0,2500.0,2500.0,2541.0,2587.5,2600.0,2375.0,2435.0,2450.0,2550.0,2620.0,2642.5,2600.0,2655.0,2665.0,2620.0,2650.0,2595.0,2590.0,2505.0,2600.0,2620.0,2675.5,2676.0,2700.0,2700.0,2700.0,2700.0,2700.0,2674.0,2695.0,2655.0,2640.0,2625.0,2600.0,2650.0,2675.0,2672.5,2670.0,2650.0,2650.0,2548.0,2540.0,2590.0,2600.0,2575.0,2590.0,2575.0,2600.0,2649.0,2675.0,2675.0,2632.5,2500.0,2421.5,2400.0,2450.0,2470.5,2500.0,2500.0,2500.0
North Corona,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northeast Queens,Queens,submarket,1025.0,1150.0,1050.0,1050.0,1100.0,1095.0,,,,,,,,,,,1070.0,1125.0,1100.0,1050.0,1100.0,1050.0,1112.5,1050.0,1050.0,1050.0,1375.0,1187.5,1285.0,1285.0,1200.0,1137.5,1125.0,,1125.0,1125.0,,,,1200.0,1187.5,,,1225.0,1295.0,,1250.0,1250.0,1200.0,1200.0,1200.0,1250.0,1250.0,1250.0,1362.5,1250.0,1325.0,1350.0,1325.0,1325.0,1300.0,1300.0,1410.0,1425.0,1450.0,1400.0,1350.0,1350.0,1350.0,1400.0,1395.0,1400.0,1400.0,1400.0,1437.0,1400.0,1450.0,1425.0,1450.0,1500.0,1499.5,1400.0,1400.0,1450.0,1430.0,1400.0,1450.0,1475.0,1450.0,1537.5,1570.0,1495.0,1450.0,1450.0,1472.5,1497.5,1500.0,1450.0,1525.0,1495.0,1525.0,1500.0
Northwest Brooklyn,Brooklyn,submarket,1877.0,1779.0,1929.0,1878.0,1805.0,1750.0,1794.0,1841.5,1892.0,1929.0,1900.0,1800.0,1825.0,1895.0,1825.0,1857.0,1881.0,1938.0,1916.5,1950.0,1970.0,1853.5,1850.0,2025.0,2075.0,2097.5,1901.0,1995.0,2000.0,1997.5,2150.0,2250.0,2200.0,2200.0,2225.0,2250.0,2200.0,2197.5,2200.0,2062.5,2000.0,2000.0,2150.0,2150.0,2067.0,2116.0,2125.0,2164.0,2250.0,2191.5,2150.0,2181.5,2235.0,2200.0,2175.0,2212.5,2250.0,2200.0,2235.0,2200.0,2192.0,2300.0,2300.0,2200.0,2200.0,2200.0,2300.0,2341.5,2395.0,2395.0,2319.0,2340.0,2342.5,2350.0,2390.0,2384.5,2300.0,2300.0,2300.0,2390.0,2446.0,2407.5,2337.0,2298.0,2250.0,2300.0,2335.0,2381.0,2366.0,2350.0,2395.0,2446.0,2417.5,2361.0,2334.5,2355.5,2350.0,2300.0,2399.0,2450.0,2500.0,2450.0
Northwest Queens,Queens,submarket,1430.0,1625.0,1750.0,1625.0,1547.5,1328.0,1353.0,1925.0,1905.0,1960.0,2137.5,2180.0,1952.5,1840.0,1850.0,1500.0,1587.5,2045.0,2125.0,2072.5,2085.0,2037.5,2087.5,2035.0,2012.5,2300.0,2270.0,2280.0,2287.5,2227.5,2235.0,2227.5,2145.0,2137.5,2074.5,2100.5,2100.0,2100.5,2050.0,2085.0,1975.0,2118.0,2072.5,2212.5,2225.0,2100.0,2100.0,2100.0,2000.0,2100.0,2175.0,2500.0,2469.0,2450.0,2375.0,2375.0,2283.0,2100.0,2000.0,1955.0,1650.0,1650.0,1900.0,2050.0,2147.5,2300.0,2301.5,2332.5,2340.0,2270.5,2250.0,2200.0,2139.0,2050.0,2155.0,2300.0,2295.0,2293.0,2250.0,2314.5,2300.0,2161.5,2100.0,2000.0,1961.0,1944.0,2000.0,1992.5,2000.0,2000.0,2123.0,2307.0,2211.0,2118.0,2174.0,2120.0,2100.0,2000.0,2082.5,2143.0,2100.0,2200.0
Norwood,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275.0,1295.0,1295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland Gardens,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ocean Parkway,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400.0,,,,,,,,,,,,,,,,,
Old Mill Basin,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ozone Park,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Park Slope,Brooklyn,neighborhood,1550.0,1600.0,1500.0,1500.0,1497.5,1400.0,1400.0,1400.0,,1450.0,1537.5,1562.5,1500.0,1600.0,1600.0,1800.0,1800.0,1700.0,1700.0,1600.0,2400.0,1700.0,,1900.0,1800.0,1763.0,1725.0,,1650.0,1612.5,1650.0,1795.0,1650.0,1800.0,,1795.0,1795.0,1800.0,1825.0,1897.5,1850.0,1825.0,1750.0,1800.0,1874.0,1835.0,1835.0,1834.5,1829.5,1800.0,1800.0,1800.0,1850.0,1900.0,1900.0,1900.0,1900.0,1800.0,1937.5,1900.0,1900.0,1925.0,1897.5,1850.0,1900.0,1900.0,1850.0,1900.0,1900.0,1900.0,1950.0,1900.0,1900.0,1895.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1875.0,1900.0,1900.0,1900.0,1900.0,1950.0,1900.0,1925.0,1950.0,2150.0,2225.0,2024.5,2100.0,2112.5,2199.0,2200.0,2150.0,2050.0,2150.0
Parkchester,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelham Bay,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelham Gardens,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelham Parkway,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295.0,1325.0,,1325.0,1325.0,,,,,,,,,,,,,,,,,,,,,,,,,
Pomonok,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Port Morris,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prospect Heights,Brooklyn,neighborhood,,,,,,,,,,,,1225.0,,,,,,,,,,,,,,,,,,1525.0,1625.0,1500.0,1572.5,,,,,1547.5,,1650.0,1672.5,,1750.0,1750.0,1750.0,1750.0,1675.0,,,,,,1675.0,1800.0,1725.0,2040.0,1695.0,1650.0,1650.0,1695.0,1662.5,1537.5,1800.0,1950.0,1895.0,1950.0,1750.0,1737.5,1725.0,,2063.0,2106.5,,1650.0,1550.0,1550.0,1650.0,1895.0,1850.0,1825.0,1900.0,1900.0,1900.0,2151.0,2063.0,1962.5,1925.0,1947.5,2050.0,2250.0,2300.0,2300.0,2300.0,2275.0,2118.5,2000.0,1937.0,2137.0,1950.0,2300.0,2249.5,2500.0
Prospect Lefferts Gardens,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1325.0,1250.0,1250.0,1250.0,1286.0,1350.0,1350.0,1350.0,1325.0,1350.0,1300.0,1300.0,1350.0,1350.0,1350.0,1350.0,1395.0,1395.0,1350.0,1350.0,1400.0,1450.0,1450.0,1490.0,1450.0,1437.5,1450.0,1600.0,1595.0,1500.0,1500.0,1500.0,1662.0,1550.0,1475.0,1550.0,1475.0,1450.0,1737.5,1600.0,1522.5,1500.0,1500.0,1522.5,1500.0,1525.0,1537.5,1500.0,1550.0,1562.5,1595.0
Prospect Park,Brooklyn,submarket,1500.0,1500.0,1447.5,1400.0,1400.0,1400.0,1395.0,1395.0,1350.0,1400.0,1395.0,1395.0,1400.0,1550.0,1550.0,1600.0,1650.0,1700.0,1650.0,1600.0,1700.0,1587.5,1541.5,1600.0,1500.0,1585.0,1628.5,1675.0,1562.5,1525.0,1600.0,1600.0,1514.5,1550.0,1572.5,1711.0,1700.0,1750.0,1750.0,1800.0,1797.5,1795.0,1700.0,1750.0,1775.0,1800.0,1800.0,1800.0,1766.5,1699.0,1750.0,1750.0,1800.0,1800.0,1750.0,1800.0,1800.0,1799.0,1799.0,1750.0,1750.0,1750.0,1750.0,1750.0,1765.0,1765.0,1750.0,1737.5,1762.5,1825.0,1900.0,1800.0,1799.5,1800.0,1825.0,1800.0,1895.0,1850.0,1850.0,1800.0,1875.0,1849.5,1800.0,1800.0,1800.0,1875.0,1888.5,1892.0,1900.0,1950.0,1950.0,1900.0,2019.5,1960.5,1900.0,1850.0,1800.0,1950.0,2010.0,1995.0,1950.0,2035.0
Prospect Park South,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1395.0,1500.0,,1387.5,,,,1474.5,1475.0,,1470.0,1490.0,1450.0,,1350.0,1372.5,1395.0,1495.0,1497.5,1497.5,1872.5,1450.0,1450.0,1550.0,1699.5,1650.0,1600.0,1650.0,1600.0,1425.0,1675.0,,1649.5,1650.0,1675.0,1649.0,1550.0,1649.0,1550.0,1475.0,1500.0,1487.0,1575.0,1475.0,1425.0,1425.0,1550.0,1550.0,1500.0,1600.0,1600.0,1550.0
Queens,Queens,borough,1150.0,1150.0,1175.0,1175.0,955.0,967.5,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,1045.0,1000.0,1050.0,1050.0,1112.5,1100.0,1050.0,1100.0,1175.0,1472.5,1495.0,2177.5,2140.0,2125.0,2170.0,2120.0,2027.5,1797.5,1550.0,1675.0,1425.0,1595.0,1550.0,1600.0,1550.0,1600.0,1512.5,1699.0,1700.0,1900.0,2170.0,1990.0,1950.0,1795.0,1659.0,1736.0,1650.0,2350.0,2070.0,2400.0,2275.0,2250.0,1677.5,1500.0,1450.0,1450.0,1500.0,1500.0,1550.0,1550.0,1650.0,1700.0,1650.0,1785.0,1650.0,1600.0,1600.0,1599.5,1600.0,1600.0,1600.0,1650.0,1675.0,1685.0,1700.0,1900.0,1850.0,1850.0,1750.0,1700.0,1600.0,1625.0,1600.0,1600.0,1625.0,1600.0,1650.0,1750.0,1750.0,1700.0,1825.0,1750.0,1650.0,1650.0,1695.5,1700.0,1675.0,1675.0
Queens Village,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Queensboro Hill,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
